,VIN_110,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility,2020_Census_Tract,Latitude,Longitude
11099,5YJXCDE45H,KITSAP,BAINBRIDGE ISLAND,WA,98110,2017,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,23,348306640,PUGET SOUND ENERGY INC,53035091002.00,47.62728,-122.52100
11105,1V2WNPE86P,KING,SEATTLE,WA,98177,2023,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,262510916,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600.00,47.72238,-122.36498
11125,W1KCG4EB9P,KING,SEATTLE,WA,98102,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,224645291,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600.00,47.63433,-122.32427
11126,5LMYJ8XY0L,KING,PACIFIC,WA,98047,2020,LINCOLN,AVIATOR,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,21,0,30,269854875,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030902.00,47.26465,-122.24692
11128,WP1AE2AY0R,KING,BELLEVUE,WA,98004,2024,PORSCHE,CAYENNE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,56,0,48,267269831,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806.00,47.61001,-122.18720
11132,WP1BN2AY7S,KING,SEATTLE,WA,98112,2025,PORSCHE,CAYENNE,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,27,0,43,274203905,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.00,47.64085,-122.30207
11138,1N4BZ1CV7N,KITSAP,POULSBO,WA,98370,2022,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,182439911,PUGET SOUND ENERGY INC,53035091100.00,47.73689,-122.64681
11145,1G1RB6S56K,COWLITZ,LONGVIEW,WA,98632,2019,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,19,277372749,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000802.00,46.14681,-122.95058
11152,7SAXCBE61N,KING,MEDINA,WA,98039,2022,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,203330669,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200.00,47.61613,-122.23892
11154,7PDSGABL6P,KING,KIRKLAND,WA,98033,2023,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,252147528,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.00,47.67887,-122.20660
11156,WVWPP7AU5F,KITSAP,BAINBRIDGE ISLAND,WA,98110,2015,VOLKSWAGEN,E-GOLF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,23,186361703,PUGET SOUND ENERGY INC,53035090700.00,47.62728,-122.52100
11164,1N4AZ1CP4L,KING,SEATTLE,WA,98112,2020,NISSAN,LEAF,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,43,132339280,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700.00,47.64085,-122.30207
11165,KNDC4DLC6N,YAKIMA,YAKIMA,WA,98908,2022,KIA,EV6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,14,214845242,PACIFICORP,53077000903.00,46.59817,-120.60199
11174,5YJXCAE28L,KING,BELLEVUE,WA,98006,2020,TESLA,MODEL X,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,41,103306689,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902.00,47.55584,-122.12096
11175,KM8HE3A63R,KING,WOODINVILLE,WA,98072,2024,HYUNDAI,KONA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,276247562,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802.00,47.75448,-122.15545
11183,5UXKT0C55J,KING,NEWCASTLE,WA,98056,2018,BMW,X5,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,13,0,41,276343203,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703.00,47.50006,-122.18050
11187,KNDRJDLH9N,KING,SEATTLE,WA,98125,2022,KIA,SORENTO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,46,189937457,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102.00,47.72656,-122.30253
11196,5YJSA1E59M,KING,SEATTLE,WA,98177,2021,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,36,175638711,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001702.00,47.72238,-122.36498
11202,KNDC4DLC5R,KING,KIRKLAND,WA,98034,2024,KIA,EV6,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,261030164,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.00,47.72201,-122.22901
11205,5YM33CS04R,KING,TUKWILA,WA,98168,2024,BMW,XM,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,31,0,11,267825407,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026300.00,47.50314,-122.33170
11211,WAUTPBFF5J,KING,BELLEVUE,WA,98004,2018,AUDI,A3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,16,0,41,272962245,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.00,47.61001,-122.18720
11218,JN1BF0AA5P,KING,BELLEVUE,WA,98007,2023,NISSAN,ARIYA,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,48,245688355,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603.00,47.61334,-122.12056
11224,JTDACACU5P,KING,ENUMCLAW,WA,98022,2023,TOYOTA,PRIUS PRIME,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,31,252278106,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031400.00,47.20433,-121.99136
11227,KMUKCDSC6R,KING,REDMOND,WA,98052,2024,GENESIS,GV60,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,269732816,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.00,47.67858,-122.13158
11237,50EA1GBA1N,KING,KIRKLAND,WA,98034,2022,LUCID,AIR,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,1,198919500,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.00,47.72201,-122.22901
11242,KMHC65LD7M,KING,SEATTLE,WA,98146,2021,HYUNDAI,IONIQ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Not eligible due to low battery range,29,0,34,168467155,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100.00,47.49408,-122.36178
11247,4JGFB4GBXS,KING,KIRKLAND,WA,98034,2025,MERCEDES-BENZ,GLE-CLASS,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,49,0,45,276010920,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006.00,47.72201,-122.22901
11249,7FCTGAAA4N,KING,RENTON,WA,98055,2022,RIVIAN,R1T,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,11,213401562,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308.00,47.43876,-122.19700
11253,WBY1Z2C55F,KING,BELLEVUE,WA,98006,2015,BMW,I3,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,41,2383209,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.00,47.55584,-122.12096
11256,5YJSA1S25F,KING,BELLEVUE,WA,98008,2015,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,48,146642793,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.00,47.63131,-122.11867
11266,50EA1GBAXN,KING,SEATTLE,WA,98133,2022,LUCID,AIR,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,32,205956642,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.00,47.71871,-122.35029
11268,WBY1Z8C31H,KITSAP,BAINBRIDGE ISLAND,WA,98110,2017,BMW,I3,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,23,210279919,PUGET SOUND ENERGY INC,53035090700.00,47.62728,-122.52100
11272,1G1FW6S05H,KING,KIRKLAND,WA,98033,2017,CHEVROLET,BOLT EV,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,48,220260092,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703.00,47.67887,-122.20660
11273,3FMTK3SU7P,KING,SEATTLE,WA,98112,2023,FORD,MUSTANG MACH-E,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,43,236712640,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.00,47.64085,-122.30207
11275,5YJSA1E62M,KING,BELLEVUE,WA,98004,2021,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,41,183301954,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.00,47.61001,-122.18720
11276,JA4T5VA9XR,KING,DES MOINES,WA,98198,2024,MITSUBISHI,OUTLANDER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,33,272298477,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028902.00,47.40173,-122.32190
11279,5YJSA1CP1D,KING,BELLEVUE,WA,98008,2013,TESLA,MODEL S,BATTERY ELECTRIC VEHICLE (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,48,181695356,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.00,47.63131,-122.11867
11280,7PDSGABA5R,KING,REDMOND,WA,98052,2024,RIVIAN,R1S,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,45,269555380,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.00,47.67858,-122.13158
11281,7FCTGCAP3S,KITSAP,BAINBRIDGE ISLAND,WA,98110,2025,RIVIAN,R1T,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,23,279023048,PUGET SOUND ENERGY INC,53035091002.00,47.62728,-122.52100
11285,WVGTMPE2XN,KING,NORMANDY PARK,WA,98166,2022,VOLKSWAGEN,ID.4,BATTERY ELECTRIC VEHICLE (BEV),Eligibility unknown as battery range has not been researched,0,0,33,224147682,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600.00,47.46593,-122.34134
11288,1G1RB6E47E,KING,KENT,WA,98030,2014,CHEVROLET,VOLT,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,33,199027601,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029702.00,47.37483,-122.19975
